"cat","val","species","common_name"
"Nährstoffe:","nährstoffreicher Boden","Juglans-regia","Echte Walnuss"
"Pflanzenart:","Gehölz","Juglans-regia","Echte Walnuss"
"Wuchs:"," aufrecht, groß","Juglans-regia","Echte Walnuss"
"Höhe:","15 - 30 m","Juglans-regia","Echte Walnuss"
"Breite:","8 - 10 m","Juglans-regia","Echte Walnuss"
"Zuwachs:","50 - 100 cm/Jahr","Juglans-regia","Echte Walnuss"
"schnittverträglich:","ja","Juglans-regia","Echte Walnuss"
"Wurzelsystem:","Tiefwurzler","Juglans-regia","Echte Walnuss"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Juglans-regia","Echte Walnuss"
"Blütenfarbe:"," grün","Juglans-regia","Echte Walnuss"
"Blühzeit:","jfmamjjasond","Juglans-regia","Echte Walnuss"
"Blütenform:","kugelförmig","Juglans-regia","Echte Walnuss"
"Fruchtreife:","jfmamjjasond","Juglans-regia","Echte Walnuss"
"Fruchfarbe:","grün, braun","Juglans-regia","Echte Walnuss"
"Fruchgröße:"," klein bis mittelgroß","Juglans-regia","Echte Walnuss"
"Fruchtaroma:","aromatisch","Juglans-regia","Echte Walnuss"
"Eignung zu:","Tafelobst/Frischverzehr (sehr gut), zum Backen (gut)","Juglans-regia","Echte Walnuss"
"Bienen:","Bienenweide (1 Arten)","Juglans-regia","Echte Walnuss"
"Schmetterlinge:","Schmetterlingsweide (2 Arten)","Juglans-regia","Echte Walnuss"
"Raupenfutterpflanze:","2 Arten","Juglans-regia","Echte Walnuss"
"Pollenwert:","2 von 4","Juglans-regia","Echte Walnuss"
"Säugetiere:","2 fressende Arten","Juglans-regia","Echte Walnuss"
"Pflanzen je ㎡:","1","Juglans-regia","Echte Walnuss"
"Jahreszeitlich Aspekte:","Herbstfärbung","Juglans-regia","Echte Walnuss"
"Ordnung:","Buchenartige","Juglans-regia","Echte Walnuss"
"Familie:","Walnussgewächse","Juglans-regia","Echte Walnuss"
"Gattung:","Walnüsse","Juglans-regia","Echte Walnuss"
"Licht:","Sonne bis Halbschatten","Juniperus-chinensis","Chinesischer Wacholder"
"Boden:","durchlässig bis normal","Juniperus-chinensis","Chinesischer Wacholder"
"Wasser:","frisch bis trocken","Juniperus-chinensis","Chinesischer Wacholder"
"Pflanzenart:","Gehölz","Juniperus-chinensis","Chinesischer Wacholder"
"Höhe:","60 - 2500 cm","Juniperus-chinensis","Chinesischer Wacholder"
"Breite:","1 - 1,5 m","Juniperus-chinensis","Chinesischer Wacholder"
"Wurzelsystem:","Herzwurzler","Juniperus-chinensis","Chinesischer Wacholder"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Juniperus-chinensis","Chinesischer Wacholder"
"Blühzeit:","jfmamjjasond","Juniperus-chinensis","Chinesischer Wacholder"
"Ordnung:","Koniferen","Juniperus-chinensis","Chinesischer Wacholder"
"Familie:","Zypressengewächse","Juniperus-chinensis","Chinesischer Wacholder"
"Gattung:","Wacholder","Juniperus-chinensis","Chinesischer Wacholder"
"Licht:","Sonne bis Halbschatten","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Boden:","normal","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Wasser:","trocken","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Nährstoffe:","nährstoffarmer Boden","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Kübel/Balkon geeignet:","ja","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Salzverträglich:","ja","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Pflanzenart:","Gehölz","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Wuchs:","säulenförmig, bizarr, aufrecht, mehrstämmig","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Höhe:","5 - 4,5 m","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Breite:","50 - 100 cm","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Zuwachs:","10 - 15 cm/Jahr","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Wurzelsystem:","Tiefwurzler","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Frostverträglich:","bis -40 °C (bis Klimazone 3)","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Blütenfarbe:"," grün","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Blühzeit:","jfmamjjasond","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Blütenform:","Zapfen","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Fruchtreife:","jfmamjjasond","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Schmetterlinge:","Schmetterlingsweide (10 Arten)","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Raupenfutterpflanze:","10 Arten","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Vögel:","Vogelnährgehölz (10 Arten)","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Säugetiere:","10 fressende Arten","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Pflanzen je ㎡:","3","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Ordnung:","Koniferen","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Familie:","Zypressengewächse","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Gattung:","Wacholder","Juniperus-communis","Gewöhnlicher Wacholder,Gemeiner Wacholder"
"Licht:","Sonne","Juniperus-horizontalis","Kriech-Wacholder"
"Boden:","durchlässig bis humus","Juniperus-horizontalis","Kriech-Wacholder"
"Wasser:","frisch bis trocken","Juniperus-horizontalis","Kriech-Wacholder"
"Pflanzenart:","Gehölz","Juniperus-horizontalis","Kriech-Wacholder"
"Wuchs:","kriechend, teppichartig","Juniperus-horizontalis","Kriech-Wacholder"
"Höhe:","20 - 50 cm","Juniperus-horizontalis","Kriech-Wacholder"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Juniperus-horizontalis","Kriech-Wacholder"
"Blütenfarbe:"," grün","Juniperus-horizontalis","Kriech-Wacholder"
"Blühzeit:","jfmamjjasond","Juniperus-horizontalis","Kriech-Wacholder"
"Ordnung:","Koniferen","Juniperus-horizontalis","Kriech-Wacholder"
"Familie:","Zypressengewächse","Juniperus-horizontalis","Kriech-Wacholder"
"Gattung:","Wacholder","Juniperus-horizontalis","Kriech-Wacholder"
"Licht:","Sonne","Juniperus-squamata","Schuppen-Wacholder"
"Boden:","durchlässig bis humus","Juniperus-squamata","Schuppen-Wacholder"
"Wasser:","trocken","Juniperus-squamata","Schuppen-Wacholder"
"Nährstoffe:","normaler Boden","Juniperus-squamata","Schuppen-Wacholder"
"Pflanzenart:","Gehölz","Juniperus-squamata","Schuppen-Wacholder"
"Wuchs:","kriechend, ausladend, aufrecht","Juniperus-squamata","Schuppen-Wacholder"
"Höhe:","30 - 100 cm","Juniperus-squamata","Schuppen-Wacholder"
"Breite:","1 - 2 m","Juniperus-squamata","Schuppen-Wacholder"
"Wurzelsystem:","Flachwurzler","Juniperus-squamata","Schuppen-Wacholder"
"Blütenfarbe:"," schwarz","Juniperus-squamata","Schuppen-Wacholder"
"Blühzeit:","jfmamjjasond","Juniperus-squamata","Schuppen-Wacholder"
"Blütenform:","eiförmig","Juniperus-squamata","Schuppen-Wacholder"
"Ordnung:","Koniferen","Juniperus-squamata","Schuppen-Wacholder"
"Familie:","Zypressengewächse","Juniperus-squamata","Schuppen-Wacholder"
"Gattung:","Wacholder","Juniperus-squamata","Schuppen-Wacholder"
"Licht:","Sonne bis Halbschatten","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Boden:","normal","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Wasser:","","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Pflanzenart:","Gehölz","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Höhe:","1,3 - 1,8 m","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Breite:","50 - 90 cm","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Zuwachs:","20 - 60 cm/Jahr","Kerria-japonica","Ranunkelstrauch,Kerrie"
"schnittverträglich:","ja","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Wurzelsystem:","Flachwurzler","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Wurzelausläufer:","Ausläufer","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Blütenfarbe:"," gelb","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Blühzeit:","jfmamjjasond","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Ordnung:","Rosenartige","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Familie:","Rosengewächse","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Gattung:","Kerria","Kerria-japonica","Ranunkelstrauch,Kerrie"
"Licht:","Sonne bis Halbschatten","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Boden:","normal","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Wasser:","trocken","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Nährstoffe:","nährstoffreicher Boden","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Kübel/Balkon geeignet:","ja","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Pflanzenart:","Gehölz","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Höhe:","2 - 3,5 m","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Breite:","1,5 - 3,5 m","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Zuwachs:","20 - 50 cm/Jahr","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"schnittverträglich:","ja","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Wurzelsystem:","Herzwurzler","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Blütenfarbe:"," rosa","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Blühzeit:","jfmamjjasond","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Blütenform:","doldenförmig","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Nektarwert:","2 von 4","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Pollenwert:","2 von 4","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Pflanzen je ㎡:","2","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Ordnung:","Kardenartige","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Familie:","Geißblattgewächse","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Gattung:","Kolkwitzie","Kolkwitzia-amabilis","Perlmuttstrauch,Kolkwitzie"
"Licht:","Sonne bis Halbschatten","Laburnum-anagyroides","Gemeiner Goldregen"
"Boden:","durchlässig bis humus","Laburnum-anagyroides","Gemeiner Goldregen"
"Wasser:","frisch bis trocken","Laburnum-anagyroides","Gemeiner Goldregen"
"Nährstoffe:","nährstoffreicher Boden","Laburnum-anagyroides","Gemeiner Goldregen"
"Pflanzenart:","Gehölz","Laburnum-anagyroides","Gemeiner Goldregen"
"Wuchs:","schmal, trichterförmig","Laburnum-anagyroides","Gemeiner Goldregen"
"Höhe:","5 - 6 m","Laburnum-anagyroides","Gemeiner Goldregen"
"Breite:","3 - 4 m","Laburnum-anagyroides","Gemeiner Goldregen"
"Zuwachs:","25 - 30 cm/Jahr","Laburnum-anagyroides","Gemeiner Goldregen"
"schnittverträglich:","ja","Laburnum-anagyroides","Gemeiner Goldregen"
"Wurzelsystem:","Flachwurzler","Laburnum-anagyroides","Gemeiner Goldregen"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Laburnum-anagyroides","Gemeiner Goldregen"
"Blütenfarbe:"," gelb","Laburnum-anagyroides","Gemeiner Goldregen"
"Blühzeit:","jfmamjjasond","Laburnum-anagyroides","Gemeiner Goldregen"
"Blütenform:","schmetterlingsblütenförmig","Laburnum-anagyroides","Gemeiner Goldregen"
"Fruchgröße:","seidig behaarte Hülsenfrüchte","Laburnum-anagyroides","Gemeiner Goldregen"
"Fruchtaroma:","giftig","Laburnum-anagyroides","Gemeiner Goldregen"
"Schmetterlinge:","Schmetterlingsweide (2 Arten)","Laburnum-anagyroides","Gemeiner Goldregen"
"Raupenfutterpflanze:","2 Arten","Laburnum-anagyroides","Gemeiner Goldregen"
"Säugetiere:","2 fressende Arten","Laburnum-anagyroides","Gemeiner Goldregen"
"Pflanzen je ㎡:","1","Laburnum-anagyroides","Gemeiner Goldregen"
"Ordnung:","Schmetterlingsblütenartige","Laburnum-anagyroides","Gemeiner Goldregen"
"Familie:","Hülsenfrüchtler","Laburnum-anagyroides","Gemeiner Goldregen"
"Gattung:","Goldregen","Laburnum-anagyroides","Gemeiner Goldregen"
"Licht:","Sonne","Larix-decidua","Europäische Lärche"
"Boden:","durchlässig","Larix-decidua","Europäische Lärche"
"Wasser:","feucht bis frisch","Larix-decidua","Europäische Lärche"
"Nährstoffe:","nährstoffreicher Boden","Larix-decidua","Europäische Lärche"
"Pflanzenart:","Gehölz","Larix-decidua","Europäische Lärche"
"Höhe:","25 - 35 m","Larix-decidua","Europäische Lärche"
"Breite:","12 - 15 m","Larix-decidua","Europäische Lärche"
"Zuwachs:","40 - 50 cm/Jahr","Larix-decidua","Europäische Lärche"
"Wurzelsystem:","Herzwurzler","Larix-decidua","Europäische Lärche"
"Blütenfarbe:"," rosa","Larix-decidua","Europäische Lärche"
"Blühzeit:","jfmamjjasond","Larix-decidua","Europäische Lärche"
"Blütenform:","eiförmig","Larix-decidua","Europäische Lärche"
"Schmetterlinge:","Schmetterlingsweide (12 Arten)","Larix-decidua","Europäische Lärche"
"Raupenfutterpflanze:","12 Arten","Larix-decidua","Europäische Lärche"
"Ordnung:","Koniferen","Larix-decidua","Europäische Lärche"
"Familie:","Kieferngewächse","Larix-decidua","Europäische Lärche"
"Gattung:","Lärchen","Larix-decidua","Europäische Lärche"
"Licht:","Sonne","Larix-kaempferi","Japanische Lärche"
"Boden:","durchlässig","Larix-kaempferi","Japanische Lärche"
"Wasser:","feucht bis frisch","Larix-kaempferi","Japanische Lärche"
"Nährstoffe:","normaler Boden","Larix-kaempferi","Japanische Lärche"
"Pflanzenart:","Gehölz","Larix-kaempferi","Japanische Lärche"
"Wuchs:","langschäftig, mit breiter Krone und horizontalen Ästen","Larix-kaempferi","Japanische Lärche"
"Höhe:","25 - 30 m","Larix-kaempferi","Japanische Lärche"
"Breite:","4 - 6 m","Larix-kaempferi","Japanische Lärche"
"Zuwachs:","40 - 50 cm/Jahr","Larix-kaempferi","Japanische Lärche"
"Wurzelsystem:","Herzwurzler","Larix-kaempferi","Japanische Lärche"
"Blütenfarbe:"," gelb","Larix-kaempferi","Japanische Lärche"
"Blühzeit:","jfmamjjasond","Larix-kaempferi","Japanische Lärche"
"Vögel:","Vogelnährgehölz","Larix-kaempferi","Japanische Lärche"
"Jahreszeitlich Aspekte:","Herbstfärbung","Larix-kaempferi","Japanische Lärche"
"Ordnung:","Koniferen","Larix-kaempferi","Japanische Lärche"
"Familie:","Kieferngewächse","Larix-kaempferi","Japanische Lärche"
"Gattung:","Lärchen","Larix-kaempferi","Japanische Lärche"
"Licht:","Sonne","Lavandula-angustifolia","Echter Lavendel"
"Boden:","durchlässig","Lavandula-angustifolia","Echter Lavendel"
"Wasser:","trocken","Lavandula-angustifolia","Echter Lavendel"
"Nährstoffe:","nährstoffarmer Boden","Lavandula-angustifolia","Echter Lavendel"
"PH-Wert:","basisch / kalk","Lavandula-angustifolia","Echter Lavendel"
"Kübel/Balkon geeignet:","ja","Lavandula-angustifolia","Echter Lavendel"
"Pflanzenart:","Halbstrauch","Lavandula-angustifolia","Echter Lavendel"
"Wuchs:","Halbstrauch, buschig, horstig, stark, kissenartig, reich verzweigt","Lavandula-angustifolia","Echter Lavendel"
"Höhe:","25 - 40 cm","Lavandula-angustifolia","Echter Lavendel"
"Breite:","20 - 40 cm","Lavandula-angustifolia","Echter Lavendel"
"schnittverträglich:","ja","Lavandula-angustifolia","Echter Lavendel"
"Wurzelsystem:","Flachwurzler","Lavandula-angustifolia","Echter Lavendel"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Lavandula-angustifolia","Echter Lavendel"
"Blütenfarbe:"," blau","Lavandula-angustifolia","Echter Lavendel"
"Blühzeit:","jfmamjjasond","Lavandula-angustifolia","Echter Lavendel"
"Blütenform:","lippenförmig, zweilippig, kronröhrig, asymmetrisch bis disymmetrisch","Lavandula-angustifolia","Echter Lavendel"
"Bienen:","Bienenweide (1 Arten)","Lavandula-angustifolia","Echter Lavendel"
"Nektarwert:","2 von 4","Lavandula-angustifolia","Echter Lavendel"
"Pollenwert:","1 von 4","Lavandula-angustifolia","Echter Lavendel"
"Keimer:","Lichtkeimer, Kaltkeimer","Lavandula-angustifolia","Echter Lavendel"
"Pflanzen je ㎡:","11","Lavandula-angustifolia","Echter Lavendel"
"Ordnung:","Lippenblütlerartige","Lavandula-angustifolia","Echter Lavendel"
"Familie:","Lippenblütler","Lavandula-angustifolia","Echter Lavendel"
"Gattung:","Lavendel","Lavandula-angustifolia","Echter Lavendel"
"Licht:","Sonne bis Schatten","Ligustrum-vulgare","Gemeiner Liguster"
"Boden:","normal bis humus","Ligustrum-vulgare","Gemeiner Liguster"
"Wasser:","frisch bis trocken","Ligustrum-vulgare","Gemeiner Liguster"
"Nährstoffe:","normaler Boden","Ligustrum-vulgare","Gemeiner Liguster"
"Salzverträglich:","ja","Ligustrum-vulgare","Gemeiner Liguster"
"Pflanzenart:","Gehölz","Ligustrum-vulgare","Gemeiner Liguster"
"Wuchs:","breit aufrecht","Ligustrum-vulgare","Gemeiner Liguster"
"Höhe:","2,5 - 4,5 m","Ligustrum-vulgare","Gemeiner Liguster"
"Breite:","2 - 3 m","Ligustrum-vulgare","Gemeiner Liguster"
"Zuwachs:","20 - 120 cm/Jahr","Ligustrum-vulgare","Gemeiner Liguster"
"schnittverträglich:","ja","Ligustrum-vulgare","Gemeiner Liguster"
"Wurzelsystem:","Flachwurzler","Ligustrum-vulgare","Gemeiner Liguster"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Ligustrum-vulgare","Gemeiner Liguster"
"Blütenfarbe:"," weiß","Ligustrum-vulgare","Gemeiner Liguster"
"Blühzeit:","jfmamjjasond","Ligustrum-vulgare","Gemeiner Liguster"
"Blütenform:","rispenförmig","Ligustrum-vulgare","Gemeiner Liguster"
"Bienen:","Bienenweide (5 Arten)","Ligustrum-vulgare","Gemeiner Liguster"
"Schmetterlinge:","Schmetterlingsweide (31 Arten)","Ligustrum-vulgare","Gemeiner Liguster"
"Raupenfutterpflanze:","20 Arten","Ligustrum-vulgare","Gemeiner Liguster"
"Nektarwert:","2 von 4","Ligustrum-vulgare","Gemeiner Liguster"
"Pollenwert:","2 von 4","Ligustrum-vulgare","Gemeiner Liguster"
"Vögel:","Vogelnährgehölz (20 Arten)","Ligustrum-vulgare","Gemeiner Liguster"
"Säugetiere:","20 fressende Arten","Ligustrum-vulgare","Gemeiner Liguster"
"Ordnung:","Lippenblütlerartige","Ligustrum-vulgare","Gemeiner Liguster"
"Familie:","Ölbaumgewächse","Ligustrum-vulgare","Gemeiner Liguster"
"Gattung:","Liguster","Ligustrum-vulgare","Gemeiner Liguster"
"Licht:","Sonne bis Halbschatten","Lonicera-caprifolium","Gartengeißblatt"
"Boden:","durchlässig bis humus","Lonicera-caprifolium","Gartengeißblatt"
"Wasser:","feucht bis frisch","Lonicera-caprifolium","Gartengeißblatt"
"Nährstoffe:","nährstoffreicher Boden","Lonicera-caprifolium","Gartengeißblatt"
"PH-Wert:","basisch / kalk","Lonicera-caprifolium","Gartengeißblatt"
"Pflanzenart:","Gehölz","Lonicera-caprifolium","Gartengeißblatt"
"Wuchs:","kletternd, Schlinger","Lonicera-caprifolium","Gartengeißblatt"
"Höhe:","3 - 5 m","Lonicera-caprifolium","Gartengeißblatt"
"schnittverträglich:","ja","Lonicera-caprifolium","Gartengeißblatt"
"Wurzelsystem:","Herzwurzler","Lonicera-caprifolium","Gartengeißblatt"
"Blütenfarbe:"," gelb","Lonicera-caprifolium","Gartengeißblatt"
"Blühzeit:","jfmamjjasond","Lonicera-caprifolium","Gartengeißblatt"
"Blütenform:","zylindrisch","Lonicera-caprifolium","Gartengeißblatt"
"Bienen:","Bienenweide","Lonicera-caprifolium","Gartengeißblatt"
"Schmetterlinge:","Schmetterlingsweide (7 Arten)","Lonicera-caprifolium","Gartengeißblatt"
"Raupenfutterpflanze:","3 Arten","Lonicera-caprifolium","Gartengeißblatt"
"Nektarwert:","2 von 4","Lonicera-caprifolium","Gartengeißblatt"
"Pollenwert:","2 von 4","Lonicera-caprifolium","Gartengeißblatt"
"Säugetiere:","3 fressende Arten","Lonicera-caprifolium","Gartengeißblatt"
"Ordnung:","Kardenartige","Lonicera-caprifolium","Gartengeißblatt"
"Familie:","Geißblattgewächse","Lonicera-caprifolium","Gartengeißblatt"
"Gattung:","Heckenkirschen","Lonicera-caprifolium","Gartengeißblatt"
"Licht:","Sonne bis Halbschatten","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Boden:","durchlässig bis humus","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Wasser:","feucht bis frisch","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Nährstoffe:","nährstoffreicher Boden","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Kübel/Balkon geeignet:","ja","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Pflanzenart:","Gehölz","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Wuchs:","kletternd, Schlinger","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Höhe:","6 - 8 m","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Breite:","1,5 - 2,5 m","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Zuwachs:","30 - 60 cm/Jahr","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"schnittverträglich:","ja","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Wurzelsystem:","Herzwurzler","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Blütenfarbe:"," gelb","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Blühzeit:","jfmamjjasond","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Ordnung:","Kardenartige","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Familie:","Geißblattgewächse","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Gattung:","Heckenkirschen","Lonicera-henryi","Henrys Heckenkirsche,Immergrünes Geißblatt"
"Licht:","Sonne bis Halbschatten","Lonicera-pileata","Immergrüne Kriech-Heckenkirsche"
"Boden:","humus","Lonicera-pileata","Immergrüne Kriech-Heckenkirsche"
"Wasser:","feucht bis trocken","Lonicera-pileata","Immergrüne Kriech-Heckenkirsche"
"Nährstoffe:","nährstoffreicher Boden","Lonicera-pileata","Immergrüne Kriech-Heckenkirsche"
