"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","Bienen","Blütenfarbe","Boden","Dachbegrünung geeignet","Familie","Frostverträglich","Gattung","Höhe","Kübel/Balkon geeignet","Licht","Nährstoffe","PH-Wert","Säugetiere","Schmetterlinge","Vögel","Wasser"
"Sachsen","Ononis spinosa","ononis-spinosa","2","Dornige Hauhechel","Bienenweide (15 Arten)","rosa","humus",NA,"Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Hauhecheln","20 - 50 cm","ja","Sonne","normaler Boden","basisch / kalk","12 fressende Arten","Schmetterlingsweide (14 Arten)",NA,"trocken"
"Sachsen","Ononis spinosa ssp. spinosa","ononis-spinosa","2","Dornige Hauhechel","Bienenweide (15 Arten)","rosa","humus",NA,"Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Hauhecheln","20 - 50 cm","ja","Sonne","normaler Boden","basisch / kalk","12 fressende Arten","Schmetterlingsweide (14 Arten)",NA,"trocken"
"Sachsen","Origanum vulgare","origanum-vulgare","V","Oregano,Echter Dost, Wilder Majoran","Bienenweide (4 Arten)","rosa","durchlässig bis normal","ja","Lippenblütler","bis -28 °C (bis Klimazone 5)","Dost","20 - 50 cm","ja, Kübelgröße mittel","Sonne","nährstoffreicher Boden",NA,"12 fressende Arten","Schmetterlingsweide (67 Arten)",NA,"trocken"
"Sachsen","Origanum vulgare ssp. vulgare","origanum-vulgare","V","Oregano,Echter Dost, Wilder Majoran","Bienenweide (4 Arten)","rosa","durchlässig bis normal","ja","Lippenblütler","bis -28 °C (bis Klimazone 5)","Dost","20 - 50 cm","ja, Kübelgröße mittel","Sonne","nährstoffreicher Boden",NA,"12 fressende Arten","Schmetterlingsweide (67 Arten)",NA,"trocken"
"Sachsen","Ornithogalum umbellatum","ornithogalum-umbellatum","V","Dolden-Milchstern","Bienenweide (8 Arten)","weiß","normal bis lehmig",NA,"Spargelgewächse","bis -28 °C (bis Klimazone 5)","Milchsterne","20 - 30 cm","ja","Sonne bis Halbschatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Ornithopus perpusillus","ornithopus-perpusillus","V","Kleiner Vogelfuß,Mäusewicke",NA,"weiß","durchlässig",NA,"Hülsenfrüchtler",NA,"Ornithopus","20 - 50 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Osmunda regalis","osmunda-regalis","2","Königsfarn",NA,NA,"durchlässig bis humus",NA,"Königsfarngewächse","bis -45,5 °C (bis Klimazone 2)","Königsfarne","50 - 130 cm",NA,"Sonne bis Schatten","normaler Boden","sauer",NA,NA,NA,"feucht"
"Sachsen","Parietaria judaica","parietaria-judaica","0","Ausgebreitetes Glaskraut,Mauer-Glaskraut",NA,"grün","humus",NA,"Brennnesselgewächse",NA,"Glaskräuter","10 - 80 cm",NA,"Schatten","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Paris quadrifolia","paris-quadrifolia","3","Vierblättrige Einbeere",NA,"grün","durchlässig bis humus",NA,"Germergewächse","bis -23 °C (bis Klimazone 6)","Einbeeren","10 - 30 cm",NA,"Halbschatten bis Schatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Petasites albus","petasites-albus","V","Weiße Pestwurz",NA,"weiß","durchlässig bis lehmig",NA,"Korbblütler","bis -28 °C (bis Klimazone 5)","Pestwurzen","30 - 40 cm",NA,"Halbschatten bis Schatten","nährstoffreicher Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"feucht bis frisch"
"Sachsen","Petrorhagia prolifera","petrorhagia-prolifera","3","Sprossende Felsennelke",NA,"rosa","durchlässig bis humus",NA,"Nelkengewächse",NA,"Felsennelken","20 - 40 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Sachsen","Peucedanum cervaria","peucedanum-cervaria","1","Hirschwurz-Haarstrang","Bienenweide (4 Arten)","weiß","durchlässig bis lehmig",NA,"Doldenblütler","bis -23 °C (bis Klimazone 6)","Haarstrang","60 - 120 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Peucedanum officinale","peucedanum-officinale","1","Echter Haarstrang","Bienenweide","grün","durchlässig bis lehmig",NA,"Doldenblütler","bis -28 °C (bis Klimazone 5)","Haarstrang","50 - 170 cm",NA,"Sonne bis Halbschatten","normaler bis nährstoffreicher Boden","basisch / kalk","8 fressende Arten","Schmetterlingsweide (9 Arten)",NA,"frisch"
"Sachsen","Peucedanum oreoselinum","peucedanum-oreoselinum","3","Berg-Haarstrang","Bienenweide (1 Arten)","weiß","durchlässig bis humus",NA,"Doldenblütler",NA,"Haarstrang","70 - 100 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk","8 fressende Arten","Schmetterlingsweide (8 Arten)",NA,"frisch bis trocken"
"Sachsen","Phegopteris connectilis","phegopteris-connectilis","V","Buchenfarn",NA,"grün","durchlässig bis humus",NA,"Sumpffarngewächse","bis -28 °C (bis Klimazone 5)","Phegopteris","15 - 50 cm",NA,"Sonne bis Schatten","nährstoffreicher Boden","sauer",NA,NA,NA,"feucht bis frisch"
"Sachsen","Phleum phleoides","phleum-phleoides","1","Steppen-Lieschgras",NA,"grün","normal",NA,"Süßgräser",NA,"Lieschgräser","20 - 50 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Phyteuma nigrum","phyteuma-nigrum","V","Schwarze Teufelskralle","Bienenweide (2 Arten)","violett","durchlässig bis lehmig",NA,"Glockenblumengewächse","bis -28 °C (bis Klimazone 5)","Teufelskrallen","20 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"frisch"
"Sachsen","Phyteuma orbiculare","phyteuma-orbiculare","1","Kugelige Teufelskralle","Bienenweide (5 Arten)","blau","durchlässig",NA,"Glockenblumengewächse","bis -28 °C (bis Klimazone 5)","Teufelskrallen","40 - 50 cm",NA,"Sonne","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Phyteuma orbiculare ssp. orbiculare","phyteuma-orbiculare","1","Kugelige Teufelskralle","Bienenweide (5 Arten)","blau","durchlässig",NA,"Glockenblumengewächse","bis -28 °C (bis Klimazone 5)","Teufelskrallen","40 - 50 cm",NA,"Sonne","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Phyteuma spicatum","phyteuma-spicatum","V","Weiße Teufelskralle","Bienenweide","weiß","durchlässig bis humus",NA,"Glockenblumengewächse","bis -28 °C (bis Klimazone 5)","Teufelskrallen","20 - 60 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Platanthera bifolia","platanthera-bifolia","2","Weiße Waldhyazinthe",NA,"weiß","durchlässig bis humus",NA,"Orchideen",NA,"Waldhyazinthen","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Platanthera bifolia ssp. bifolia","platanthera-bifolia","2","Weiße Waldhyazinthe",NA,"weiß","durchlässig bis humus",NA,"Orchideen",NA,"Waldhyazinthen","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Platanthera chlorantha","platanthera-chlorantha","1","Grünliche Waldhyazinthe",NA,"grün","lehmig",NA,"Orchideen",NA,"Waldhyazinthen","30 - 60 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,""
"Sachsen","Polygala amara","polygala-amara","0","Bitteres Kreuzblümchen",NA,"blau","durchlässig bis humus",NA,"Kreuzblumengewächse",NA,"Kreuzblumen","5 - 20 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Polygala amara ssp. brachyptera","polygala-amara","0","Bitteres Kreuzblümchen",NA,"blau","durchlässig bis humus",NA,"Kreuzblumengewächse",NA,"Kreuzblumen","5 - 20 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Polygala comosa","polygala-comosa","1","Schopf-Kreuzblümchen",NA,"rosa","durchlässig bis humus",NA,"Kreuzblumengewächse",NA,"Kreuzblumen","5 - 30 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Polygala vulgaris","polygala-vulgaris","V","Gewöhnliches Kreuzblümchen",NA,"blau","durchlässig",NA,"Kreuzblumengewächse",NA,"Kreuzblumen","5 - 25 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"trocken"
"Sachsen","Polygala vulgaris ssp. oxyptera","polygala-vulgaris","3","Gewöhnliches Kreuzblümchen",NA,"blau","durchlässig",NA,"Kreuzblumengewächse",NA,"Kreuzblumen","5 - 25 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"trocken"
"Sachsen","Polygala vulgaris ssp. vulgaris","polygala-vulgaris","V","Gewöhnliches Kreuzblümchen",NA,"blau","durchlässig",NA,"Kreuzblumengewächse",NA,"Kreuzblumen","5 - 25 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"trocken"
"Sachsen","Polygonatum odoratum","polygonatum-odoratum","3","Echtes Salomonssiegel,Wohlriechende Weißwurz","Bienenweide (1 Arten)","weiß","durchlässig bis humus",NA,"Spargelgewächse","bis -34 °C (bis Klimazone 4)","Weißwurzen","15 - 40 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Polygonatum verticillatum","polygonatum-verticillatum","V","Quirlblättrige Weißwurz",NA,"weiß","durchlässig bis humus",NA,"Spargelgewächse","bis -28 °C (bis Klimazone 5)","Weißwurzen","40 - 100 cm",NA,"Halbschatten bis Schatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Polypodium interjectum","polypodium-interjectum","R","Mittlerer Tüpfelfarn",NA,NA,"durchlässig bis humus",NA,"Tüpfelfarngewächse",NA,"Tüpfelfarne","20 - 40 cm",NA,"Halbschatten bis Schatten",NA,"basisch / kalk",NA,NA,NA,""
"Sachsen","Polypodium vulgare","polypodium-vulgare","V","Gemeiner Tüpfelfarn",NA,NA,"durchlässig bis lehmig",NA,"Tüpfelfarngewächse","bis -28 °C (bis Klimazone 5)","Tüpfelfarne","10 - 30 cm","ja, Kübelgröße mittel","Halbschatten bis Schatten","nährstoffarmer Boden",NA,NA,NA,NA,"frisch"
"Sachsen","Polystichum aculeatum","polystichum-aculeatum","2","Gelappter Schildfarn,Stacheliger Schildfarn, Glanz-Schildfarn",NA,NA,"durchlässig bis humus",NA,"Wurmfarngewächse","bis -28 °C (bis Klimazone 5)","Schildfarne","50 - 80 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Sachsen","Polystichum braunii","polystichum-braunii","0","Brauns Schildfarn",NA,NA,"durchlässig bis humus",NA,"Wurmfarngewächse","bis -34 °C (bis Klimazone 4)","Schildfarne","50 - 80 cm",NA,"Schatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Populus nigra","populus-nigra","1","Schwarz-Pappel,Saarbaum",NA,"gelb","durchlässig bis humus",NA,"Weidengewächse",NA,"Pappeln","20 - 25 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (39 Arten)",NA,"frisch bis trocken"
"Sachsen","Populus nigra ssp. nigra","populus-nigra","1","Schwarz-Pappel,Saarbaum",NA,"gelb","durchlässig bis humus",NA,"Weidengewächse",NA,"Pappeln","20 - 25 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (39 Arten)",NA,"frisch bis trocken"
"Sachsen","Portulaca oleracea","portulaca-oleracea","3","Portulak,Gemüse-Portulak, Sommerportulak",NA,"gelb","durchlässig bis lehmig",NA,"Portulakgewächse","bis -17 °C (bis Klimazone 7)","Portulak","10 - 40 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Sachsen","Portulaca oleracea ssp. oleracea","portulaca-oleracea","3","Portulak,Gemüse-Portulak, Sommerportulak",NA,"gelb","durchlässig bis lehmig",NA,"Portulakgewächse","bis -17 °C (bis Klimazone 7)","Portulak","10 - 40 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Sachsen","Potamogeton lucens","potamogeton-lucens","3","Spiegelndes Laichkraut",NA,"grün",NA,NA,"Laichkrautgewächse","bis -23 °C (bis Klimazone 6)","Laichkräuter","30 - 350 cm",NA,"","nährstoffarmer Boden",NA,NA,NA,NA,"Wasserpflanze"
"Sachsen","Potentilla alba","potentilla-alba","1","Weißes Fingerkraut","Bienenweide","weiß","normal",NA,"Rosengewächse","bis -28 °C (bis Klimazone 5)","Fingerkräuter","5 - 20 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Potentilla incana","potentilla-incana","1","Sand-Fingerkraut","Bienenweide (1 Arten)","gelb","durchlässig bis normal",NA,"Rosengewächse","bis -28 °C (bis Klimazone 5)","Fingerkräuter","80 - 100 cm",NA,"Sonne bis Schatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Potentilla neumanniana","potentilla-neumanniana","V","Frühlings-Fingerkraut,Potentilla verna","Bienenweide (30 Arten)","gelb","normal","ja","Rosengewächse","bis -28 °C (bis Klimazone 5)","Fingerkräuter","5 - 10 cm","ja, Kübelgröße mittel","Sonne bis Halbschatten","nährstoffarmer Boden",NA,"10 fressende Arten","Schmetterlingsweide (11 Arten)",NA,"trocken"
"Sachsen","Potentilla recta","potentilla-recta","3","Aufrechtes Fingerkraut","Bienenweide","gelb","durchlässig",NA,"Rosengewächse","bis -34 °C (bis Klimazone 4)","Fingerkräuter","30 - 70 cm","ja","Sonne","nährstoffarmer Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Potentilla sterilis","potentilla-sterilis","1","Erdbeer-Fingerkraut",NA,"weiß",NA,NA,"Rosengewächse",NA,"Fingerkräuter","5 - 10 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Prenanthes purpurea","prenanthes-purpurea","V","Purpur-Hasenlattich",NA,"pink","lehmig",NA,"Korbblütler",NA,"Prenanthes","30 - 150 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (7 Arten)",NA,"frisch"
"Sachsen","Primula veris","primula-veris","3","Wiesen-Schlüsselblume,Wald-Schlüsselblume","Bienenweide (2 Arten)","gelb","durchlässig bis humus",NA,"Primelgewächse","bis -28 °C (bis Klimazone 5)","Primeln","10 - 20 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","7 fressende Arten","Schmetterlingsweide (7 Arten)",NA,"frisch bis trocken"
"Sachsen","Primula veris ssp. veris","primula-veris","3","Wiesen-Schlüsselblume,Wald-Schlüsselblume","Bienenweide (2 Arten)","gelb","durchlässig bis humus",NA,"Primelgewächse","bis -28 °C (bis Klimazone 5)","Primeln","10 - 20 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","7 fressende Arten","Schmetterlingsweide (7 Arten)",NA,"frisch bis trocken"
"Sachsen","Prunella grandiflora","prunella-grandiflora","0","Großblütige Braunelle","Bienenweide","blau","durchlässig","ja","Lippenblütler","bis -28 °C (bis Klimazone 5)","Braunellen","10 - 60 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (5 Arten)",NA,"frisch bis trocken"
"Sachsen","Prunella grandiflora ssp. grandiflora","prunella-grandiflora","0","Großblütige Braunelle","Bienenweide","blau","durchlässig","ja","Lippenblütler","bis -28 °C (bis Klimazone 5)","Braunellen","10 - 60 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (5 Arten)",NA,"frisch bis trocken"
"Sachsen","Prunus domestica ssp. insititia","prunus-domestica","G","Pflaume,Zwetschge","Bienenweide (6 Arten)","weiß","durchlässig bis humus",NA,"Rosengewächse","bis -28 °C (bis Klimazone 5)","Prunus","2 - 4,5 m","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,"28 fressende Arten","Schmetterlingsweide (28 Arten)",NA,"feucht bis frisch"
"Sachsen","Pulicaria dysenterica","pulicaria-dysenterica","2","Großes Flohkraut","Bienenweide (5 Arten)","gelb","lehmig",NA,"Korbblütler",NA,"Flohkräuter","30 - 60 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Pulicaria dysenterica ssp. dysenterica","pulicaria-dysenterica","2","Großes Flohkraut","Bienenweide (5 Arten)","gelb","lehmig",NA,"Korbblütler",NA,"Flohkräuter","30 - 60 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Pulmonaria angustifolia","pulmonaria-angustifolia","0","Schmalblättriges Lungenkraut","Bienenweide","blau","durchlässig bis humus",NA,"Raublattgewächse","bis -28 °C (bis Klimazone 5)","Lungenkräuter","20 - 30 cm",NA,"Sonne bis Schatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Pulmonaria obscura","pulmonaria-obscura","V","Dunkles Lungenkraut","Bienenweide (2 Arten)","violett","lehmig",NA,"Raublattgewächse","bis -28 °C (bis Klimazone 5)","Lungenkräuter","10 - 20 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide",NA,"feucht bis frisch"
"Sachsen","Pulsatilla pratensis","pulsatilla-pratensis","1","Wiesen-Kuhschelle,Schwarz-Küchenschelle",NA,"violett",NA,NA,"Hahnenfußgewächse",NA,"Kuhschellen","15 - 30 cm",NA,"Sonne",NA,NA,NA,NA,NA,"trocken"
"Sachsen","Pulsatilla pratensis ssp. nigricans","pulsatilla-pratensis","1","Wiesen-Kuhschelle,Schwarz-Küchenschelle",NA,"violett",NA,NA,"Hahnenfußgewächse",NA,"Kuhschellen","15 - 30 cm",NA,"Sonne",NA,NA,NA,NA,NA,"trocken"
"Sachsen","Pulsatilla vulgaris","pulsatilla-vulgaris","1","Gewöhnliche Kuhschelle","Bienenweide (2 Arten)","violett","durchlässig bis normal",NA,"Hahnenfußgewächse","bis -28 °C (bis Klimazone 5)","Kuhschellen","5 - 30 cm","ja","Sonne","nährstoffreicher Boden",NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"trocken"
"Sachsen","Ranunculus arvensis","ranunculus-arvensis","1","Acker-Hahnenfuß",NA,"gelb","lehmig",NA,"Hahnenfußgewächse",NA,"Hahnenfuß","20 - 60 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Ranunculus lanuginosus","ranunculus-lanuginosus","V","Wolliger Hahnenfuß","Bienenweide (3 Arten)","gelb","lehmig",NA,"Hahnenfußgewächse",NA,"Hahnenfuß","30 - 70 cm",NA,"Schatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Ranunculus lingua","ranunculus-lingua","2","Zungen-Hahnenfuß","Bienenweide","gelb","lehmig",NA,"Hahnenfußgewächse","bis -34 °C (bis Klimazone 4)","Hahnenfuß","60 - 130 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"Wasserpflanze"
"Sachsen","Ranunculus polyanthemos","ranunculus-polyanthemos","3","Verschiedenschnabeliger Hain-Hahnenfuß","Bienenweide (2 Arten)","gelb","humus",NA,"Hahnenfußgewächse",NA,"Hahnenfuß","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch"
"Sachsen","Ranunculus polyanthemos ssp. nemorosus","ranunculus-polyanthemos","V","Verschiedenschnabeliger Hain-Hahnenfuß","Bienenweide (2 Arten)","gelb","humus",NA,"Hahnenfußgewächse",NA,"Hahnenfuß","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch"
"Sachsen","Ranunculus polyanthemos ssp. polyanthemos","ranunculus-polyanthemos","2","Verschiedenschnabeliger Hain-Hahnenfuß","Bienenweide (2 Arten)","gelb","humus",NA,"Hahnenfußgewächse",NA,"Hahnenfuß","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch"
"Sachsen","Rhamnus cathartica","rhamnus-cathartica","V","Kreuzdorn,Wegedorn",NA,"gelb","durchlässig bis normal",NA,"Kreuzdorngewächse",NA,"Kreuzdorn","2 - 5 m",NA,"Sonne bis Halbschatten","normaler Boden",NA,"8 fressende Arten","Schmetterlingsweide (12 Arten)","Vogelnährgehölz (19 Arten)","feucht bis trocken"
"Sachsen","Rhinanthus alectorolophus","rhinanthus-alectorolophus","1","Zottiger Klappertopf",NA,"gelb","humus",NA,"Sommerwurzgewächse",NA,"Klappertöpfe","10 - 80 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"trocken"
"Sachsen","Rhinanthus alectorolophus ssp. alectorolophus","rhinanthus-alectorolophus","1","Zottiger Klappertopf",NA,"gelb","humus",NA,"Sommerwurzgewächse",NA,"Klappertöpfe","10 - 80 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"trocken"
"Sachsen","Rhinanthus minor","rhinanthus-minor","3","Kleiner Klappertopf",NA,"gelb","durchlässig",NA,"Sommerwurzgewächse",NA,"Klappertöpfe","15 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (4 Arten)",NA,"trocken"
"Sachsen","Rhinanthus serotinus","rhinanthus-serotinus","3","Großer Klappertopf",NA,"gelb","lehmig",NA,"Sommerwurzgewächse",NA,"Klappertöpfe","20 - 60 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Rhododendron tomentosum","rhododendron-tomentosum","2","Sumpf-Porst",NA,"weiß","humus",NA,"Heidekrautgewächse",NA,"Rhododendren","50 - 120 cm",NA,"Sonne bis Schatten","nährstoffreicher Boden","sauer",NA,"Schmetterlingsweide (3 Arten)",NA,"feucht bis frisch"
"Sachsen","Ribes alpinum","ribes-alpinum","V","Alpen-Johannisbeere","Bienenweide (2 Arten)","grün","normal",NA,"Stachelbeergewächse","bis -40 °C (bis Klimazone 3)","Johannisbeeren","80 - 120 cm","ja","Sonne bis Schatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Rosa agrestis","rosa-agrestis","1","Ackerrose",NA,"weiß","durchlässig bis humus",NA,"Rosengewächse",NA,"Rosen","1 - 2 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"27 fressende Arten",NA,NA,"frisch bis trocken"
