Bundesland,Wissenschaftlicher Name,Deutscher Name,Familie,Gefährdung,Licht,Wasser,Nährstoffe,PH-Wert,Boden,Frostverträglich,Maximale Höhe,Blütenfarbe,Bienen,Schmetterlinge,Vögel,Säugetiere,Dachbegrünung,Balkon,h_binned
Thüringen,Pulmonaria angustifolia,Schmalblättriges Lungenkraut,Raublattgewächse,3,Sonne bis Schatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),30,blau,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Thüringen,Pyrus pyraster,Wildbirne,Rosengewächse,1,Sonne,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig,NA,1500,weiß,NA,Schmetterlingsweide (3 Arten),Vogelnährgehölz (24 Arten),29 fressende Arten,NA,NA,100+ cm
Thüringen,Quercus pubescens,Flaum-Eiche,Buchengewächse,1,Sonne bis Halbschatten,trocken,normaler Boden,NA,durchlässig bis normal,NA,2000,NA,NA,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Ranunculus arvensis,Acker-Hahnenfuß,Hahnenfußgewächse,R,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,lehmig,NA,60,gelb,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Ranunculus lingua,Zungen-Hahnenfuß,Hahnenfußgewächse,3,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),130,gelb,Bienenweide,NA,NA,NA,NA,ja,100+ cm
Thüringen,Ranunculus polyanthemos,Verschiedenschnabeliger Hain-Hahnenfuß,Hahnenfußgewächse,0,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,basisch / kalk,humus,NA,50,gelb,Bienenweide (2 Arten),NA,NA,NA,NA,NA,40-60 cm
Thüringen,Raphanus raphanistrum,Acker-Rettich,Kreuzblütlergewächse,2,Sonne bis Schatten,frisch,normaler Boden,sauer,normal,NA,60,weiß,Bienenweide (7 Arten),Schmetterlingsweide (5 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Rapistrum perenne,Stauden-Rapsdotter,Kreuzblütler,V,Sonne,trocken,nährstoffreicher Boden,basisch / kalk,humus,bis -28 °C (bis Klimazone 5),100,gelb,Bienenweide (1 Arten),NA,NA,NA,NA,NA,60-100 cm
Thüringen,Rhinanthus alectorolophus,Zottiger Klappertopf,Sommerwurzgewächse,3,Sonne,trocken,nährstoffreicher Boden,basisch / kalk,humus,NA,80,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Rhinanthus minor,Kleiner Klappertopf,Sommerwurzgewächse,2,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,NA,40,gelb,NA,Schmetterlingsweide (4 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Ribes alpinum,Alpen-Johannisbeere,Stachelbeergewächse,V,Sonne bis Schatten,frisch,nährstoffreicher Boden,basisch / kalk,normal,bis -40 °C (bis Klimazone 3),120,grün,Bienenweide (2 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,ja,100+ cm
Thüringen,Rorippa amphibia,Wasser-Sumpfkresse,Kreuzblütler,1,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,normal bis lehmig,NA,150,gelb,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Rosa agrestis,Ackerrose,Rosengewächse,2,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis humus,NA,200,weiß,NA,NA,NA,27 fressende Arten,NA,NA,100+ cm
Thüringen,Rosa arvensis,"Feldrose,Kriechrose",Rosengewächse,3,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis humus,bis -23 °C (bis Klimazone 6),100,weiß,NA,NA,NA,NA,NA,ja,60-100 cm
Thüringen,Rosa gallica,Essigrose,Rosengewächse,1,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer bis normaler Boden,basisch / kalk,humus,NA,100,rosa,Bienenweide,Schmetterlingsweide,Vogelnährgehölz (27 Arten),27 fressende Arten,NA,ja,60-100 cm
Thüringen,Rosa majalis,Zimtrose,Rosengewächse,2,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,normal,bis -34 °C (bis Klimazone 4),150,rosa,Bienenweide,Schmetterlingsweide,NA,27 fressende Arten,NA,ja,100+ cm
Thüringen,Rosa micrantha,Kleinblütige Rose,Rosengewächse,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,normal,bis -28 °C (bis Klimazone 5),250,rosa,Bienenweide,NA,Vogelnährgehölz,NA,NA,NA,100+ cm
Thüringen,Rosa spinosissima,Bibernellrose,Rosengewächse,3,Sonne,trocken,normaler Boden,NA,durchlässig bis normal,NA,150,weiß,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,100+ cm
Thüringen,Rosa tomentella,"Flaumrose,Stumpfblättrige Rose",Rosengewächse,0,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,NA,200,weiß,NA,NA,NA,27 fressende Arten,NA,NA,100+ cm
Thüringen,Rubus saxatilis,Steinbeere,Rosengewächse,R,Sonne bis Halbschatten,frisch,normaler Boden,basisch / kalk,durchlässig bis humus,bis -34 °C (bis Klimazone 4),200,weiß,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Rumex hydrolapathum,Fluß-Ampfer,Knöterichgewächse,V,Sonne,feucht bis frisch,nährstoffreicher Boden,sauer,humus,NA,250,rot,NA,Schmetterlingsweide (4 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Ruta graveolens,Wein-Raute,Rautengewächse,0,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig bis normal,NA,60,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,40-60 cm
Thüringen,Sagina nodosa,Knotiges Mastkraut,Nelkengewächse,0,Sonne bis Halbschatten,feucht,normaler Boden,basisch / kalk,humus,NA,15,weiß,Bienenweide (1 Arten),NA,NA,NA,NA,NA,0-40 cm
Thüringen,Sagina subulata,"Sternmoos,Pfriemen-Mastkraut",Nelkengewächse,3,Sonne bis Halbschatten,frisch,nährstoffarmer bis normaler Boden,NA,durchlässig bis humus,bis -12 °C (bis Klimazone 8),3,weiß,NA,NA,NA,NA,ja,ja,0-40 cm
Thüringen,Sagittaria sagittifolia,"Gewöhnliches Pfeilkraut,Pfeilblatt",Froschlöffelgewächse,3,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,NA,120,weiß,NA,NA,NA,NA,NA,ja,100+ cm
Thüringen,Salix hastata,Spieß-Weide,Weidengewächse,2,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,normal,bis -28 °C (bis Klimazone 5),180,silbergrau,Bienenweide (1 Arten),NA,NA,NA,NA,ja,100+ cm
Thüringen,Salix rosmarinifolia,Rosmarin-Weide,Weidengewächse,3,Sonne bis Halbschatten,feucht bis trocken,nährstoffreicher Boden,NA,humus,NA,200,grün,Bienenweide,Schmetterlingsweide (1 Arten),NA,NA,NA,ja,100+ cm
Thüringen,Salvia nemorosa,"Steppensalbei,Hain-Salbei",Lippenblütler,V,Sonne,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis humus,bis -34 °C (bis Klimazone 4),70,violett,Bienenweide (2 Arten),Schmetterlingsweide,NA,NA,NA,"ja, Kübelgröße mittel",60-100 cm
Thüringen,Sambucus ebulus,Zwerg-Holunder,Moschuskrautgewächse,2,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,basisch / kalk,lehmig,NA,200,rosa,NA,Schmetterlingsweide (19 Arten),NA,NA,NA,ja,100+ cm
Thüringen,Sanguisorba officinalis,"Großer Wiesenknopf,Echter Wiesenknopf",Rosengewächse,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,sauer,durchlässig bis lehmig,bis -34 °C (bis Klimazone 4),120,rot,Bienenweide,Schmetterlingsweide (7 Arten),NA,6 fressende Arten,NA,NA,100+ cm
Thüringen,Saxifraga granulata,Körnchen-Steinbrech,Steinbrechgewächse,2,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),40,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Scabiosa canescens,Duft-Skabiose,Geißblattgewächse,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -23 °C (bis Klimazone 6),50,blau,Bienenweide (3 Arten),Schmetterlingsweide,NA,NA,NA,NA,40-60 cm
Thüringen,Scabiosa ochroleuca,"Gelbe Skabiose,Gelbblühendes Krätzkraut",Geißblattgewächse,2,Sonne,trocken,normaler Boden,NA,durchlässig bis humus,bis -23 °C (bis Klimazone 6),80,gelb,Bienenweide (2 Arten),Schmetterlingsweide (1 Arten),NA,NA,ja,NA,60-100 cm
Thüringen,Scandix pecten-veneris,"Venuskamm,Nadelkerbel",Doldenblütler,2,NA,frisch bis trocken,normaler Boden,NA,durchlässig bis lehmig,NA,30,weiß,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Schoenoplectus tabernaemontani,"Salz-Teichbinse,Graue Seebinse",Sauergrasgewächse,0,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Schoenus nigricans,"Schwarzes Kopfried,Kopfbinse",Sauergrasgewächse,3,Sonne bis Halbschatten,feucht,nährstoffarmer Boden,basisch / kalk,lehmig,NA,50,braun,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Scilla bifolia,Zweiblättriger Blaustern,Spargelgewächse,V,Sonne bis Schatten,frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),20,blau,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
Thüringen,Scleranthus perennis,Ausdauernder Knäuel,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thüringen,Scorzonera hispanica,"Garten-Schwarzwurzel,Spanische Schwarzwurzel",Korbblütler,2,NA,trocken,normaler Boden,NA,durchlässig bis humus,NA,100,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Scorzonera humilis,"Niedrige Schwarzwurzel,Gartenschwarzwurzel",Korbblütler,2,Sonne,feucht bis frisch,normaler Boden,NA,durchlässig bis humus,NA,40,gelb,Bienenweide (3 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Scorzonera purpurea,"Rote Schwarzwurzel,Violette Schwarzwurzel",Korbblütler,1,Sonne,feucht bis trocken,nährstoffreicher Boden,basisch / kalk,durchlässig,NA,50,pink,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Scutellaria minor,"Kleines Helmkraut,Moorschildkraut",Lippenblütler,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis lehmig,NA,30,violett,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Sedum album,"Weißer Mauerpfeffer,Weiße Fetthenne",Dickblattgewächse,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),20,weiß,Bienenweide (2 Arten),Schmetterlingsweide (13 Arten),NA,8 fressende Arten,ja,ja,0-40 cm
Thüringen,Sedum rupestre,"Felsen-Fetthenne,Tripmadam",Dickblattgewächse,V,Sonne bis Halbschatten,trocken,NA,NA,durchlässig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thüringen,Sedum sexangulare,Milder Mauerpfeffer,Dickblattgewächse,1,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),10,gelb,Bienenweide,NA,NA,NA,ja,ja,0-40 cm
Thüringen,Selinum carvifolia,"Kümmel-Silge,Kümmelblättrige Silge",Doldenblütler,2,Sonne,feucht bis frisch,nährstoffarmer Boden,NA,NA,NA,80,weiß,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,60-100 cm
Thüringen,Senecio aquaticus,"Wasser-Greiskraut,Wasser-Kreuzkraut",Korbblütler,V,Sonne,feucht bis frisch,normaler Boden,NA,humus,NA,60,gelb,NA,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Senecio paludosus,"Sumpf-Greiskraut,Sumpf-Kreuzkraut, Jacobaea paludosa",Korbblütler,3,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,lehmig,bis -17 °C (bis Klimazone 7),200,gelb,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Senecio sarracenicus,"Fluss-Greiskraut,Fluss-Kreuzkraut",Korbblütler,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thüringen,Serratula tinctoria,Färber-Scharte,Korbblütler,2,Sonne bis Schatten,feucht bis frisch,normaler Boden,NA,lehmig,bis -23 °C (bis Klimazone 6),60,violett,Bienenweide,Schmetterlingsweide (4 Arten),NA,3 fressende Arten,NA,NA,40-60 cm
Thüringen,Seseli annuum,Steppenfenchel,Doldenblütler,0,Sonne,trocken,normaler Boden,basisch / kalk,lehmig,NA,60,weiß,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Seseli hippomarathrum,"Pferde-Sesel,Pferdedill",Doldenblütler,V,NA,frisch bis trocken,normaler Boden,basisch / kalk,normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thüringen,Sherardia arvensis,Ackerröte,Rötegewächse,V,Sonne,trocken,nährstoffreicher Boden,basisch / kalk,lehmig,NA,20,lila,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Silaum silaus,"Wiesen-Silau,Silau, Gewöhnliche Wiesensilge",Doldenblütler,2,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,NA,100,grün,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,60-100 cm
Thüringen,Silene noctiflora,Acker-Lichtnelke,Nelkengewächse,V,Sonne,trocken,normaler Boden,NA,normal bis lehmig,NA,100,rosa,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Silene nutans,Nickendes Leimkraut,Nelkengewächse,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis normal,bis -23 °C (bis Klimazone 6),50,weiß,Bienenweide,Schmetterlingsweide (28 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Silene otites,Ohrlöffel-Leimkraut,Nelkengewächse,2,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis normal,NA,60,gelb,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Sium latifolium,Breitblättriger Merk,Doldenblütler,0,Sonne,feucht,nährstoffreicher Boden,NA,lehmig,NA,150,gelb,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Sorbus aria,Mehlbeere,Rosengewächse,3,Sonne bis Halbschatten,trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),1500,weiß,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Sorbus domestica,Speierling,Rosengewächse,V,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),1500,weiß,NA,NA,Vogelnährgehölz,NA,NA,NA,100+ cm
Thüringen,Sparganium emersum,Einfacher Igelkolben,Rohrkolbengewächse,2,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,normal,NA,60,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Spergularia media,Flügelsamige Schuppenmiere,Nelkengewächse,0,Sonne,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,NA,45,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Stachys alpina,Alpen-Ziest,Lippenblütler,2,Sonne bis Halbschatten,frisch bis trocken,normaler bis nährstoffreicher Boden,basisch / kalk,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),100,violett,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Thüringen,Stachys germanica,Deutscher Ziest,Lippenblütler,V,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),100,rot,Bienenweide (1 Arten),NA,NA,NA,NA,NA,60-100 cm
Thüringen,Stachys recta,Aufrechter Ziest,Lippenblütler,0,Sonne,trocken,nährstoffarmer bis normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),60,gelb,Bienenweide (10 Arten),Schmetterlingsweide (5 Arten),NA,4 fressende Arten,NA,NA,40-60 cm
Thüringen,Stipa capillata,"Haar-Pfriemengras,Büschel Haargras, Haarfedergras",Süßgräser,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -17 °C (bis Klimazone 7),60,weiß,NA,NA,NA,NA,ja,ja,40-60 cm
Thüringen,Stipa pennata,"Echtes Federgras,Flausch-Federgras",Süßgräser,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -17 °C (bis Klimazone 7),80,weiß,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,ja,ja,60-100 cm
Thüringen,Succisa pratensis,Teufelsabbiss,Geißblattgewächse,V,Sonne,feucht bis frisch,normaler Boden,NA,normal,bis -28 °C (bis Klimazone 5),50,lila,Bienenweide (5 Arten),Schmetterlingsweide (7 Arten),NA,3 fressende Arten,NA,ja,40-60 cm
Thüringen,Tanacetum corymbosum,"Straußblütige Wucherblume,Straußblütige Margerite",Korbblütler,2,Sonne bis Halbschatten,frisch bis trocken,normaler bis nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,bis -17 °C (bis Klimazone 7),100,weiß,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Thüringen,Taxus baccata,"Europäische Eibe,Gemeine Eibe",Eibengewächse,2,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,normal bis lehmig,bis -23 °C (bis Klimazone 6),1000,gelb,NA,NA,Vogelnährgehölz (24 Arten),NA,NA,ja,100+ cm
Thüringen,Tetragonolobus maritimus,"Spargelerbse,Spargelklee",Hülsenfrüchtler,V,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,humus,NA,20,gelb,Bienenweide (1 Arten),NA,NA,NA,NA,NA,0-40 cm
Thüringen,Teucrium botrys,Trauben-Gamander,Lippenblütler,V,Sonne,trocken,nährstoffreicher Boden,basisch / kalk,normal bis humus,NA,30,rosa,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Teucrium montanum,Berg-Gamander,Lippenblütler,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -23 °C (bis Klimazone 6),25,gelb,Bienenweide (3 Arten),Schmetterlingsweide (3 Arten),NA,3 fressende Arten,ja,ja,0-40 cm
Thüringen,Teucrium scordium,"Knoblauch-Gamander,Lauch-Gamander",Lippenblütler,V,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,NA,25,rosa,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Teucrium scorodonia,"Salbei-Gamander,Wald-Gamander",Lippenblütler,3,Sonne bis Halbschatten,trocken,nährstoffarmer bis nährstoffreicher Boden,sauer,durchlässig bis humus,bis -23 °C (bis Klimazone 6),60,gelb,Bienenweide (5 Arten),Schmetterlingsweide (2 Arten),NA,1 fressende Arten,NA,ja,40-60 cm
Thüringen,Thalictrum flavum,Gelbe Wiesenraute,Hahnenfußgewächse,0,Sonne bis Halbschatten,feucht bis frisch,nährstoffarmer Boden,NA,normal bis lehmig,bis -23 °C (bis Klimazone 6),150,gelb,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Thalictrum lucidum,Glanz-Wiesenraute,Hahnenfußgewächse,3,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,humus,bis -17 °C (bis Klimazone 7),120,gelb,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,100+ cm
Thüringen,Thelypteris palustris,Sumpffarn,Sumpffarngewächse,1,Sonne bis Halbschatten,feucht,normaler Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),80,grün,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Thesium bavarum,"Bayerisches Vermeinkraut,Berg-Leinblatt, Bayrisches Leinblatt",Sandelholzgewächse,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis lehmig,NA,80,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Thüringen,Thymus serpyllum,"Sand-Thymian,Feld-Thymian",Lippenblütler,0,Sonne,trocken,nährstoffarmer bis normaler Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),20,rosa,Bienenweide (4 Arten),Schmetterlingsweide (12 Arten),NA,9 fressende Arten,ja,ja,0-40 cm
Thüringen,Tragopogon dubius,Großer Bocksbart,Korbblütler,V,Sonne,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,normal bis lehmig,NA,70,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Trapa natans,Wassernuss,Weiderichgewächse,2,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,humus,bis -28 °C (bis Klimazone 5),NA,NA,NA,NA,NA,NA,NA,NA,NA
Thüringen,Trifolium alpestre,Hügel-Klee,Hülsenfrüchtler,V,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig bis lehmig,NA,40,rosa,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Trifolium arvense,Hasenklee,Hülsenfrüchtler,V,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,NA,30,rosa,Bienenweide (4 Arten),Schmetterlingsweide (3 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Trifolium montanum,Berg-Klee,Hülsenfrüchtler,2,Sonne bis Halbschatten,trocken,nährstoffreicher Boden,basisch / kalk,lehmig,NA,40,weiß,Bienenweide (2 Arten),Schmetterlingsweide (6 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Trifolium rubens,"Purpur-Klee,Fuchsschwanz-Klee",Hülsenfrüchtler,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),60,rosa,Bienenweide,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Triglochin maritimum,"Strand-Dreizack,Salz-Dreizack, Röhrkohl",Hülsenfrüchtler,2,NA,feucht bis frisch,normaler Boden,NA,durchlässig,NA,40,grün,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Trollius europaeus,Europäische Trollblume,Hahnenfußgewächse,V,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),40,gelb,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Thüringen,Tulipa sylvestris,"Wilde Tulpe,Weinbergstulpe, Wald-Tulpe",Liliengewächse,1,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),40,gelb,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
Thüringen,Ulmus laevis,Flatter-Ulme,Ulmengewächse,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),3500,weiß,NA,Schmetterlingsweide (5 Arten),NA,5 fressende Arten,NA,NA,100+ cm
Thüringen,Ulmus minor,Feld-Ulme,Ulmengewächse,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),3000,rot,NA,Schmetterlingsweide (15 Arten),NA,15 fressende Arten,NA,NA,100+ cm
Thüringen,Utricularia vulgaris,Gewöhnlicher Wasserschlauch,NA,0,NA,Wasserpflanze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thüringen,Vaccinium oxycoccos,"Gewöhnliche Moosbeere,Kranbeere",Heidekrautgewächse,2,Sonne bis Halbschatten,feucht bis frisch,nährstoffarmer Boden,sauer,durchlässig bis lehmig,"bis -45,5 °C (bis Klimazone 2)",6,rosa,Bienenweide (1 Arten),Schmetterlingsweide (9 Arten),NA,NA,NA,ja,0-40 cm
Thüringen,Verbascum phlomoides,"Windblumen-Königskerze,Gewöhnlich-Königskerze, Windlicht-Königskerze",Braunwurzgewächse,V,Sonne,frisch bis trocken,normaler bis nährstoffreicher Boden,NA,normal bis lehmig,bis -23 °C (bis Klimazone 6),200,gelb,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Verbena officinalis,"Echtes Eisenkraut,Taubenkraut, Katzenblutkraut, Sagenkraut, Verbene, Wunschkraut",Eisenkrautgewächse,3,Sonne,feucht bis frisch,normaler Boden,NA,normal bis lehmig,bis -34 °C (bis Klimazone 4),80,lila,Bienenweide (1 Arten),NA,NA,NA,NA,NA,60-100 cm
Thüringen,Veronica prostrata,Niederliegender Ehrenpreis,Wegerichgewächse,3,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),15,blau,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Vicia cassubica,Kassuben-Wicke,Hülsenfrüchtler,3,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),60,violett,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Vicia dumetorum,Hecken-Wicke,Hülsenfrüchtler,3,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,NA,150,pink,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Vicia pisiformis,Erbsen-Wicke,Hülsenfrüchtler,V,Sonne bis Schatten,trocken,nährstoffarmer Boden,NA,durchlässig,NA,200,gelb,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Vincetoxicum hirundinaria,Weiße Schwalbenwurz,Hundsgiftgewächse,R,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),120,weiß,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,100+ cm
Thüringen,Viola biflora,Zweiblütiges Veilchen,Veilchengewächse,V,Halbschatten,feucht,nährstoffreicher Boden,NA,lehmig,bis -12 °C (bis Klimazone 8),15,gelb,NA,Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,0-40 cm
Thüringen,Viola elatior,Hohes Veilchen,Veilchengewächse,R,Halbschatten,NA,NA,NA,NA,NA,50,blau,NA,NA,NA,NA,NA,NA,40-60 cm
